Price,Date,Close,High,Low,Open,Volume,Returns,Log_Returns
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL,,
23,2018-02-05,36.61442565917969,38.3434854954354,36.499777636480054,37.22509515859577,290954000,-0.02498454674602979,-0.025301958618640236
24,2018-02-06,38.14460372924805,38.30604561047682,36.031828610000396,36.226026556250716,272975200,0.041791672066955554,0.04094199250448636
25,2018-02-07,37.328041076660156,38.23117676302514,37.218077079981796,38.1586457232369,206434400,-0.021407029376524278,-0.021639483247664383
26,2018-02-08,36.3009033203125,37.669646564534894,36.272827707555216,37.50352419205152,217562000,-0.02751651912936537,-0.027902189885079136
27,2018-02-09,36.74491500854492,37.0926057952475,35.295416555680326,36.8999676132487,282690400,0.012231422571348904,0.012157223152533723
28,2018-02-12,38.224952697753906,38.502164684443535,37.00333010270935,37.235908995126586,243278000,0.04027870764879449,0.039488665374719026
29,2018-02-13,38.607887268066406,38.70420816084328,37.97593331088665,38.046412100350224,130196800,0.010017921365145455,0.00996807462163308
30,2018-02-14,39.319698333740234,39.35963546055641,38.26487927006366,38.3024648346151,162579600,0.018436933902430397,0.018269034200487352
31,2018-02-15,40.63999938964844,40.66348992516853,39.70263991420008,39.88823055901645,204588800,0.03357861610996271,0.03302716508408416
32,2018-02-16,40.508445739746094,41.0699245010743,40.35339670210545,40.49200271994035,160704400,-0.003237048520622121,-0.003242299096158247
33,2018-02-20,40.372196197509766,40.938367400285074,40.271175748953596,40.41918086871468,135722000,-0.0033634848177510612,-0.003369154048628198
34,2018-02-21,40.188941955566406,40.905466051719024,40.17484333201391,40.60241196228296,149886400,-0.004539119968773542,-0.0045494530544190285
35,2018-02-22,40.52488327026367,40.86552649965354,40.33929262849657,40.360435185527116,123967600,0.00835904849320701,0.008324305127399604
36,2018-02-23,41.22967529296875,41.26491289780053,40.769216943197904,40.79975859051905,135249600,0.01739158674448893,0.01724208400383699
37,2018-02-26,42.044864654541016,42.14353351551222,41.39646774614467,41.42935736646841,152648800,0.019771908359202728,0.01957898303398233
38,2018-02-27,41.90860366821289,42.39959996000254,41.85457149250912,42.07540332108041,155712400,-0.0032408473055557385,-0.0032461102251401313
39,2018-02-28,41.84517288208008,42.43249005630509,41.82872986524554,42.112989370138706,151128400,-0.0015135504545794598,-0.0015146970291470849
40,2018-03-01,41.11219787597656,42.235147908327306,40.562469918991304,41.943837330028686,195208000,-0.017516357458219667,-0.017671584189751087
41,2018-03-02,41.396461486816406,41.417604042820585,40.51313424362813,40.59536007435443,153816000,0.006914337484397848,0.00689054307174065
42,2018-03-05,41.539772033691406,41.75590432996107,40.99943950066743,41.16153961904458,113605600,0.00346190330592977,0.0034559247129139123
43,2018-03-06,41.50452423095703,41.87570906687499,41.37766531511881,41.79583480191392,95154000,-0.0008485314436917912,-0.0008488916502760816
44,2018-03-07,41.1192512512207,41.3118930122191,40.94070811407803,41.09810869248664,126814000,-0.009282674283710102,-0.009326026798052561
45,2018-03-08,41.567955017089844,41.61024012699742,41.128642980010106,41.22496025858815,95096400,0.010912255262814918,0.01085314622518864
46,2018-03-09,42.282127380371094,42.28682692041123,41.67366778667732,41.80757779258068,128740800,0.017180839494933764,0.017034917871443827
47,2018-03-12,42.69090270996094,42.84830325175137,42.33616449649583,42.35495548786584,128828400,0.009667804221686671,0.009621370040291169
48,2018-03-13,42.2797966003418,43.109088312159365,42.10830095845635,42.8953039621089,126774000,-0.009629829390401246,-0.009676496033650039
49,2018-03-14,41.920352935791016,42.409001275131494,41.77234785465769,42.362016616189074,117473600,-0.00850154668312375,-0.008537890966139255
50,2018-03-15,41.96967697143555,42.34321335751653,41.83342256383751,41.93443938062553,90975200,0.0011766130814805376,0.0011759214148049902
51,2018-03-16,41.821678161621094,42.080095541605395,41.72770527232746,41.969679637122375,157618800,-0.0035263271126718676,-0.0035325592594970144
52,2018-03-19,41.18268966674805,41.6924806514219,40.797409662516635,41.657243047410006,133787200,-0.015278882219973533,-0.01539680705600859
53,2018-03-20,41.16856384277344,41.53504898927181,41.098085102747376,41.16856384277344,78597600,-0.00034300391958164145,-0.0003430627588811905
54,2018-03-21,40.23590850830078,41.13332689688534,40.233556946417025,41.12157984156057,148219600,-0.022654551128733935,-0.02291510819468888
55,2018-03-22,39.66739273071289,40.56715924551111,39.608661029059306,39.93755712443996,165963200,-0.014129562340331026,-0.01423033498137794
56,2018-03-23,38.74885177612305,39.918786985507374,38.74885177612305,39.55934903813809,164115200,-0.023156070801665152,-0.023428384635109604
57,2018-03-26,40.58831787109375,40.665844171294374,39.10123029749921,39.48416225720845,150164800,0.04747149942915674,0.04637916426181717
58,2018-03-27,39.54758834838867,41.14743975601389,39.213992623887194,40.802096971098365,163690400,-0.025641109986631605,-0.025975572968491577
59,2018-03-28,39.110618591308594,39.942261596856255,38.807564550618565,39.291513258456376,166674000,-0.01104921375307788,-0.011110709723008733
60,2018-03-29,39.41602325439453,40.34868305635966,39.209286496871094,39.42307077251929,153594000,0.007808740288086424,0.007778409868236385
61,2018-04-02,39.1575927734375,39.68852957422364,38.63840661293019,39.148197279791745,150347200,-0.006556482862035473,-0.006578071009077328
62,2018-04-03,39.55934524536133,39.643919082792635,38.7347530189314,39.3831500494378,121112000,0.010259886869152801,0.010207611485502094
63,2018-04-04,40.3157958984375,40.40976520228885,38.70889714356491,38.734739239828905,138422000,0.019121920456074193,0.018941394243470747
64,2018-04-05,40.59535598754883,40.93129962590363,40.42620838714539,40.54367179938673,107732800,0.006934256979958642,0.006910325587284468
65,2018-04-06,39.5569953918457,40.520193599758414,39.51470668278402,40.1654552459367,140021200,-0.02557830989391019,-0.02591112231315992
66,2018-04-09,39.94930648803711,40.66348244410769,39.90232184094147,39.909369358770874,116070800,0.009917616146151387,0.00986875935417648
67,2018-04-10,40.70107650756836,40.87727164396476,40.297002041323346,40.64234479543622,113634400,0.018818099376928243,0.01864322935300286
68,2018-04-11,40.51078796386719,40.858478709963855,40.336940798469165,40.461451746423364,89726400,-0.004675270534080012,-0.004686233795518649
69,2018-04-12,40.91015625,41.11219345838344,40.65173531438207,40.73866067528926,91557200,0.009858319381223168,0.009810043172938512
70,2018-04-13,41.048770904541016,41.30953987307731,40.84203769697408,41.06051796495608,100497200,0.003388269985916237,0.0033825427325084746
71,2018-04-16,41.304847717285156,41.391769519895405,41.0722688045849,41.11925346586882,86313600,0.006238355183390221,0.006218977195118009
72,2018-04-17,41.87337112426758,42.03781923409848,41.44345447554541,41.46224905734036,106421600,0.013764084324283887,0.013670219642500156
73,2018-04-18,41.77939987182617,42.00963081941792,41.553872050744566,41.77235235146113,83018000,-0.002244176905712436,-0.0022466988445288766
74,2018-04-19,40.59535598754883,41.20381560263127,40.56246637550921,40.82088373162085,139235200,-0.028340375589640754,-0.028749716497037135
75,2018-04-20,38.93208694458008,40.224184920792496,38.86395613476592,40.07853138694167,261964400,-0.04097190435967346,-0.04183490771832525
76,2018-04-23,38.81932067871094,39.21399613411533,38.549152603802106,39.1928535742972,146062000,-0.002896486541542509,-0.0029006894764768065
77,2018-04-24,38.278987884521484,39.07538989520362,37.87491334848278,38.92033728806554,134768000,-0.013919171812962206,-0.01401695189041521
78,2018-04-25,38.44578552246094,38.86160713670381,38.154478462401514,38.2038111036761,113528400,0.004357420275652002,0.0043479542083829275
79,2018-04-26,38.57968521118164,38.934423442282075,38.3799959671343,38.556191093752886,111852000,0.003482818387010811,0.003476767420593629
80,2018-04-27,38.133323669433594,38.60552529366012,37.73629676460138,38.527999011826125,142623200,-0.011569859611469169,-0.01163731121229166
81,2018-04-30,38.824012756347656,39.293866490425344,38.020563301238745,38.08869410011174,169709600,0.018112480645575024,0.017950403817858115
82,2018-05-01,39.726139068603516,39.74962960710038,38.82636863760575,39.094185152429375,214277600,0.02323629754393086,0.022970445188014693
83,2018-05-02,41.48103713989258,41.758249112359714,40.83028873791382,41.166232425025626,266157600,0.04417489623792803,0.04322700056179399
84,2018-05-03,41.556217193603516,41.69952273908075,40.98064703329983,41.31894232653787,136272800,0.0018123957088487241,0.0018107553014917687
85,2018-05-04,43.18659973144531,43.28526857020674,41.85691300893374,41.875707585559574,224805200,0.03923317972485596,0.03848311400626173
86,2018-05-07,43.49905776977539,44.0887228912663,43.402736897928456,43.50375372593912,169805600,0.007235069217606638,0.00720902166608178
87,2018-05-08,43.708152770996094,43.748089915941925,43.149025572353985,43.45913081739253,113611200,0.004806885756637902,0.004795369571212421
88,2018-05-09,44.015892028808594,44.02528752495806,43.51314874438485,43.825601865665355,92844800,0.007040774736577493,0.007016104214169812
89,2018-05-10,44.6454963684082,44.72302265798103,44.08402134819816,44.10516748877199,111957200,0.014304023173892011,0.014202685845552045
90,2018-05-11,44.47570037841797,44.82237483155684,44.20685116971051,44.68795202646433,104848800,-0.0038032053354072337,-0.0038104559102737834
91,2018-05-14,44.371925354003906,44.69737566298455,44.303535447743656,44.574741639546346,83115200,-0.002333297138237267,-0.002336023517799655
92,2018-05-15,43.968658447265625,44.117234231162634,43.652643426187645,44.048840718550096,94780800,-0.009088334651268237,-0.00912988550829432
93,2018-05-16,44.37900924682617,44.44504573353636,43.864895531861826,43.881405553170005,76732400,0.009332802365410009,0.009289520848906075
94,2018-05-17,44.098365783691406,44.55116421714171,43.949790004496656,44.33655555797642,69176000,-0.006323788383239659,-0.006343868231567526
95,2018-05-18,43.93800354003906,44.29175270097355,43.895555368017746,44.14553753264784,73190800,-0.003636466812374506,-0.003643094831072084
96,2018-05-21,44.24930191040039,44.636067492860136,44.07950203531832,44.33655888007339,73603200,0.007084945725348124,0.007059965417399551
97,2018-05-22,44.138458251953125,44.54409086890035,44.0488406556325,44.426174494172024,60962800,-0.002504980952506619,-0.002508123666682635
98,2018-05-23,44.42145538330078,44.45447182320738,43.808288815295995,43.94743286781569,80233600,0.006411577172275473,0.0063911104474320074
99,2018-05-24,44.371925354003906,44.53465050849423,43.914412894544704,44.518144089130075,92936000,-0.0011150023984917157,-0.0011156244761210607
100,2018-05-25,44.47333908081055,44.725678244441816,44.25401275871705,44.390796181399885,69844000,0.0022855381189244017,0.002282930249511946
101,2018-05-29,44.31297302246094,44.5134323027032,44.07006557380346,44.24222607510225,90056400,-0.0036058920167477693,-0.0036124089162398406
102,2018-05-30,44.218631744384766,44.33654809570312,44.04883191060461,44.270515226846555,74762000,-0.002128976496980961,-0.002131245989145755
103,2018-05-31,44.07006072998047,44.390793384002414,43.89790384612601,44.15260362418949,109931200,-0.0033599188519252143,-0.0033655760546534375
104,2018-06-01,44.86481857299805,44.86953263652804,44.277593796553276,44.334194945609255,93770000,0.018033962963815764,0.017873280011714787
105,2018-06-04,45.23979949951172,45.614772730208344,45.12660078050418,45.19499069863809,105064800,0.00835801722687357,0.008323282409487438
106,2018-06-05,45.58883285522461,45.73740865401023,45.36479244017438,45.532235292656786,86264000,0.00771518352367262,0.0076855736945986505
107,2018-06-06,45.74684143066406,45.77042614795653,45.26102648202931,45.664302117185684,83734400,0.0034659491270863096,0.003459956568021848
108,2018-06-07,45.624202728271484,45.79871665000415,45.360067616734455,45.784567261595775,85388800,-0.0026808124573682868,-0.0026844122701386915
109,2018-06-08,45.20913314819336,45.27988368615735,44.75397771134695,45.084142090483105,106627200,-0.009097574428866051,-0.009139210073741922
110,2018-06-11,45.098289489746094,45.272806995892275,44.85774270920611,45.12659186279679,73234000,-0.0024517979162291814,-0.0024548084946335014
111,2018-06-12,45.34592056274414,45.42374580151868,45.079428405593966,45.1360295606633,67644400,0.00549091940736135,0.005475899267226114
112,2018-06-13,44.97330093383789,45.4874181569556,44.91198571944777,45.37893351770335,86553600,-0.00821726903505382,-0.008251216890602408
113,2018-06-14,44.996891021728516,45.17848325327996,44.86010759003595,45.17376559052578,86440400,0.0005245353887928239,0.0005243978681932885
114,2018-06-15,44.534671783447266,44.84597285353754,44.39788830706125,44.81531343340102,246876800,-0.010272248321735122,-0.010325371977251804
115,2018-06-18,44.51108169555664,44.624280426192385,44.14789718692126,44.30826535396777,73939600,-0.0005297016222626239,-0.0005298419637285274
116,2018-06-19,43.79179000854492,43.94272284557757,43.2635232796693,43.662081258316235,134314000,-0.016159833902295917,-0.0162918279510606
117,2018-06-20,43.98280715942383,44.147889362033595,43.80121493729202,43.947433686908205,82514800,0.004361939780073598,0.0043524540947398535
118,2018-06-21,43.737545013427734,44.4191015421544,43.614910971313066,44.15968406816612,102847600,-0.0055763186080209914,-0.005591924314597666
119,2018-06-22,43.610191345214844,43.900264617780905,43.558307852752996,43.893189923219936,108801600,-0.002911769926130736,-0.0029160173752489226
120,2018-06-25,42.96164321899414,43.610183154437664,42.6220435497621,43.251716437079224,126652400,-0.0148714808675533,-0.014983170044741574
121,2018-06-26,43.4946403503418,43.989890655786986,43.04891651485026,43.15504415067627,98276800,0.01240634881284075,0.012330020720967422
122,2018-06-27,43.43096160888672,44.166758662861064,43.400302198797014,43.683300788900816,101141200,-0.0014640595011743418,-0.0014651322834917761
123,2018-06-28,43.746978759765625,43.91442160952756,43.3460637711596,43.41681432174242,69460800,0.007276310244400452,0.007249965616282339
124,2018-06-29,43.65501022338867,44.14554288450888,43.136178777490194,43.93329120310292,90950800,-0.0021022831515290497,-0.0021044960507247312
125,2018-07-02,44.1431770324707,44.17147941242454,43.25644709523927,43.35078236421446,70925200,0.011182377614482597,0.01112031705773281
126,2018-07-03,43.37436294555664,44.32476872776422,43.284745340770385,44.28703462064132,55819200,-0.017416374139734958,-0.017569823481424503
127,2018-07-05,43.72339630126953,43.96158971391458,43.45926473721124,43.690379855762245,66416800,0.008046996705196374,0.008014792277797826
128,2018-07-06,44.32948684692383,44.43796790786526,43.67622905491156,43.72811255310879,69940800,0.013861927410170116,0.013766729635364646
129,2018-07-09,44.94499206542969,44.968573174043776,44.6431265264092,44.69029234215845,79026400,0.013884781040468308,0.013789270547603752
130,2018-07-10,44.89076614379883,45.110088877632826,44.85067140893668,44.97566607914282,63756400,-0.0012064952987848043,-0.0012072237001719748
131,2018-07-11,44.308258056640625,44.75633884056429,44.24458220679138,44.45447320956941,75326000,-0.01297612264607495,-0.013061047993325125
132,2018-07-12,45.0511360168457,45.14075362545193,44.64550334429064,44.69738684416554,72164400,0.01676612877119732,0.01662712874424068
133,2018-07-13,45.12187957763672,45.24215298223861,45.02046962595416,45.06292139132797,50055600,0.0015702947149782709,0.0015690630914050724
134,2018-07-16,45.02283477783203,45.43318149269543,44.90727542559399,45.166692910813076,60172400,-0.0021950503997572035,-0.00219746305413115
135,2018-07-17,45.15018844604492,45.249237789357274,44.61956465067832,44.74927340925029,62138000,0.0028286461490336645,0.002824653057771282
136,2018-07-18,44.90256118774414,45.23272924852803,44.79171949001588,45.22801158520352,65573600,-0.005484523250588458,-0.005499618466907994
137,2018-07-19,45.2515869140625,45.40959441668274,44.73511264213496,44.73511264213496,81147200,0.007772958091611493,0.007742904290360325
138,2018-07-20,45.147830963134766,45.381303127712265,44.84832230515157,45.228013249989196,82704800,-0.0022928687810391812,-0.0022955014296444365
139,2018-07-23,45.18790817260742,45.2704510650198,44.70445037102443,44.9685818691092,63957600,0.0008876884806576779,0.0008872947182466729
140,2018-07-24,45.51572799682617,45.671378500253525,45.29168756835982,45.38601924397004,74791600,0.007254591714370928,0.007228403742985436
141,2018-07-25,45.944950103759766,45.95202480022908,45.381306229201385,45.52988205210326,66839600,0.009430193162317968,0.009386006466285896
142,2018-07-26,45.80107498168945,46.21378224932292,45.65957390766355,45.89540663202553,76304000,-0.003131467587741299,-0.0031363808922849506
143,2018-07-27,45.03934097290039,46.032198508380596,44.83181058429597,45.9850326745397,96096000,-0.016631356558630794,-0.01677121037663576
144,2018-07-30,44.78701400756836,45.327069609724774,44.58891529225082,45.25631904039039,84118000,-0.005602368060488527,-0.005618120184779075
145,2018-07-31,44.876617431640625,45.31290950732972,44.65257701379592,44.878978062458756,157492000,0.0020006563522436682,0.0019986577046178654
146,2018-08-01,47.520294189453125,47.58160940261683,46.53215449381962,46.96137178153096,271742800,0.05890989359524568,0.05723997668689676
147,2018-08-02,48.90936279296875,49.14283855349093,47.24910151371287,47.30334204851275,249616000,0.02923106069120096,0.02881198042128676
148,2018-08-03,49.05084991455078,49.22772445882845,48.458907469980886,48.82444891452577,133789600,0.0028928432819896877,0.0028886670630219875
149,2018-08-06,49.30556106567383,49.348009238803435,48.83389550544632,49.05321826366124,101701600,0.005192797914139513,0.005179361832881571
150,2018-08-07,48.84332275390625,49.40696290274609,48.760779849027344,49.36451473350938,102349600,-0.00937497316280178,-0.00941919482531397
151,2018-08-08,48.87633514404297,49.00840090208241,48.23251277433969,48.59333657702674,90102000,0.0006758833812976484,0.0006756550749915912
152,2018-08-09,49.26075744628906,49.473005531321085,48.86455646276678,49.41404733008741,93970400,0.007865203090885675,0.00783443361453671
153,2018-08-10,49.114013671875,49.48557133409341,48.910486075946345,49.07378193457011,98444800,-0.0029789183524849827,-0.002983364161089526
154,2018-08-13,49.431148529052734,49.923401518257236,49.154256899714554,49.535279455192196,103563600,0.0064571154639585515,0.006436357603252397
155,2018-08-14,49.639404296875,49.831098200524664,49.28677981496923,49.73643570353363,82992000,0.004213047319745478,0.004204197284257683
156,2018-08-15,49.755374908447266,49.87370484948711,49.30335366700067,49.51398081760587,115230400,0.002336261146058227,0.0023335363310812963
157,2018-08-16,50.48427200317383,50.60023299802552,50.04644991368053,50.11271437106495,114001600,0.014649615163543128,0.014543346160764026
158,2018-08-17,51.492454528808594,51.5800175244301,50.446418345260085,50.51268281942928,141708000,0.019970230046525872,0.01977344064135724
159,2018-08-20,50.99073791503906,51.87110932189364,50.90790551488635,51.61551983641066,121150800,-0.009743497729144623,-0.009791276209464659
160,2018-08-21,50.891334533691406,51.4001553976594,50.65230937590978,51.3078581970167,104639200,-0.0019494399456090328,-0.0019513425767720464
161,2018-08-22,50.89369201660156,51.20371578476456,50.60733206235987,50.668865923067806,76072400,4.632385713132514e-05,4.632278421458968e-05
162,2018-08-23,50.997833251953125,51.36702204650788,50.78720612628316,50.799036230072055,75532800,0.002046250354908352,0.0020441596362542522
163,2018-08-24,51.15638732910156,51.33151328398734,50.907893796984375,51.26051822721865,73905600,0.0031090355616698595,0.0031042125047259757
164,2018-08-27,51.57764434814453,51.76697293591533,51.19662187429495,51.390681058681736,82100400,0.008234690544758783,0.008200970470350441
165,2018-08-28,51.994163513183594,52.19295690212046,51.809569136150444,51.83086765400602,91107200,0.008075575577426441,0.008043142609890606
166,2018-08-29,52.770408630371094,52.89110745651331,51.925534903087936,52.10066086863943,109019200,0.01492946640041004,0.014819118848000077
167,2018-08-30,53.25556182861328,54.019972076612355,52.63314531345547,52.83430761557534,195175200,0.009193660061274755,0.009151655622023329
168,2018-08-31,53.87089157104492,54.16434752163263,53.4851347972511,53.605830040366044,173360400,0.011554281305150571,0.01148804035302065
169,2018-09-04,54.043643951416016,54.23770315227704,53.63422341854379,54.0554776662455,109560400,0.0032067852477115633,0.0032016544778243226
170,2018-09-05,53.691017150878906,54.353665430113836,53.272131830936814,54.19273847104645,133332000,-0.006524852411027515,-0.006546232311729365
171,2018-09-06,52.79880905151367,53.80461332013757,52.372820639044484,53.539551857299855,137160000,-0.016617455706939066,-0.01675707452480188
172,2018-09-07,52.37281799316406,53.336021566308695,52.23318956842449,52.50298161416799,150479200,-0.008068194453666355,-0.008100918469207293
173,2018-09-10,51.669944763183594,52.50298843468489,51.229757303877285,52.28999240596996,158066000,-0.013420573055133556,-0.013511442878258482
174,2018-09-11,52.976318359375,53.082814588728695,51.25106572150036,51.59422184325931,142996000,0.025283046114696672,0.024968717020958472
175,2018-09-12,52.318389892578125,53.248461282972364,52.02729570420869,53.234262271079686,197114800,-0.01241929388776497,-0.012497057837794905
176,2018-09-13,53.5821533203125,54.041273971237196,52.673380433963544,52.89820655167568,166825600,0.024155243124438286,0.023868119740207215
177,2018-09-14,52.97394943237305,53.683929109361706,52.66156025229259,53.425970693396906,127997200,-0.011350866851200014,-0.011415779618595924
178,2018-09-17,51.563453674316406,52.76331733842613,51.41909100904988,52.57398872003908,148780400,-0.026626214831448225,-0.026987113146840054
179,2018-09-18,51.64864730834961,52.502989516991164,51.383585819005404,51.542147486225396,126286800,0.0016522096167432831,0.0016508462199727064
180,2018-09-19,51.67941665649414,51.97524150544351,50.95287270526893,51.710183596350696,108495200,0.0005957435431140912,0.000595566158376555
181,2018-09-20,52.072269439697266,52.60475413219068,51.864007604400776,52.12196959989954,106435200,0.007601726347152171,0.007572978820725851
182,2018-09-21,51.511375427246094,52.38701600738887,51.42380884143232,52.24975288340984,384986800,-0.010771453183939239,-0.010829885263545832
183,2018-09-24,52.25212097167969,52.36335137789285,51.26761884793815,51.31258479229781,110773600,0.01438023229412333,0.014277817419193194
184,2018-09-25,52.58344650268555,52.732543346322956,51.99416224505693,52.0059959584022,98217600,0.0063409010934778465,0.00632088216095381
185,2018-09-26,52.16456604003906,52.95264380917307,52.008369665368996,52.30182919252401,95938800,-0.007966013840973507,-0.007997912043178785
186,2018-09-27,53.23664093017578,53.58926546229265,52.902949622381634,52.969217713082784,120724800,0.020551783931526346,0.020343445666309235
187,2018-09-28,53.423606872558594,53.44727069576023,53.01655155759828,53.19877707971044,91717600,0.0035119785755834965,0.003505825979807503
188,2018-10-01,53.783321380615234,54.29450757242446,53.567963640883626,53.94661727059399,94403200,0.0067332501325627625,0.006710683047139654
189,2018-10-02,54.26136779785156,54.4317631714536,53.634220666637496,53.78094861179492,99152800,0.008888376637308681,0.008849107538503218
190,2018-10-03,54.92164611816406,55.252968421450255,54.3796931085446,54.44359227101489,114619200,0.012168479106025032,0.012095038338859308
191,2018-10-04,53.956077575683594,54.9879146101768,53.65788386972213,54.616356932476414,128168000,-0.01758083762462337,-0.017737216104231016
192,2018-10-05,53.08042907714844,54.055469984480176,52.202423173171816,53.948973788434415,134322000,-0.016228913180482696,-0.01636204433970215
193,2018-10-08,52.95737075805664,53.201130092168086,52.11249343818389,52.5881820039128,118655600,-0.0023183369319215164,-0.0023210284356661556
194,2018-10-09,53.691017150878906,53.78568325427967,52.597649837383955,52.92660687302358,107564000,0.013853527513177255,0.013758444550815417
195,2018-10-10,51.20372772216797,53.567961035959435,51.130363742966665,53.35733390390222,167962400,-0.04632598823228329,-0.047433372671337785
196,2018-10-11,50.7516975402832,51.946830350297546,50.2476145806156,50.76826546098694,212497600,-0.008828071743867683,-0.008867270036640068
197,2018-10-12,52.564517974853516,52.74674706543594,51.31731958871107,52.16456226162704,161351600,0.03571940491510506,0.035096262475708274
198,2018-10-15,51.440372467041016,52.498242024804284,51.419073952462604,52.33968039770637,123164000,-0.021386013819251315,-0.0216180081990491
199,2018-10-16,52.5739860534668,52.77278307881881,51.29838956224378,51.81194102118885,116736000,0.02203742959194388,0.021798114977747935
200,2018-10-17,52.34678649902344,52.68994251799394,51.90896438476094,52.60947904535247,91541600,-0.004321520422900793,-0.0043308851820207704
201,2018-10-18,51.123252868652344,52.003627645600474,50.40853923550798,51.55870604983427,130325200,-0.023373614928471675,-0.023651110443755577
202,2018-10-19,51.90187072753906,52.363356709270114,51.456949057386716,51.606045917308556,132314800,0.015230209644272241,0.015115394308113685
203,2018-10-22,52.218990325927734,52.86034005758021,51.81430403669069,52.015462726587266,115168400,0.0061099839744389595,0.0060913937080770775
204,2018-10-23,52.711246490478516,52.83431062152317,50.810868215917154,51.07829499747305,155071200,0.009426765272142035,0.009382610594021032
205,2018-10-24,50.903167724609375,53.066238670983005,50.77300408116082,52.68048556003546,163702000,-0.03430157482987506,-0.03490368277571321
206,2018-10-25,52.01782989501953,52.391752849252924,51.29601671156717,51.52321173088781,119423200,0.021897697535064653,0.021661386511915143
207,2018-10-26,51.18952941894531,52.11013614750111,50.3304529551545,51.09486330644962,189033600,-0.015923395453940725,-0.016051534811614948
208,2018-10-29,50.22867965698242,51.99179452917274,48.77321965060917,51.873464623507054,183742000,-0.018770435533780883,-0.01894883612407099
209,2018-10-30,50.47954559326172,50.924463645690075,49.52580670807782,49.97072476050618,146640000,0.004994476024305028,0.004982045002704471
210,2018-10-31,51.79538345336914,52.17167181022206,51.26526400197315,51.32679788424771,153435600,0.026066753268933374,0.025732806297786494
211,2018-11-01,52.59055709838867,52.62368933605675,51.310226322888035,51.84034573672041,233292800,0.015352210795686494,0.015235558011229581
212,2018-11-02,49.102176666259766,50.56236726950181,48.61702333058123,49.59206420928688,365314800,-0.06633092753900083,-0.06863321567692902
213,2018-11-05,47.70825958251953,48.37090790263362,46.898883307010784,48.349609382233005,264654800,-0.028388091493672163,-0.02879882533564538
214,2018-11-06,48.22418212890625,48.44900828041715,47.73192917201314,47.78635993032477,127531600,0.010814113759365807,0.010756059393825138
215,2018-11-07,49.68672561645508,49.7127583395969,48.30936742141667,48.74482059838714,133697600,0.030328010201175815,0.029877208051030037
